gene	Nnon	Nsil	Nflank	nnon	npat	nsite	nsil	nflank	nnei	fMLE	p	score	time	q
CHIT1	620933	175628	173026	12	12	11	3	0	7	7.763862e-01	2.451523e-02	3.540467e+01	5.965540e-01	2.065686e-01
EIF4E2	302331	79383	80990	5	5	5	1	2	20	9.393837e-01	2.454801e-02	2.115035e+01	4.751560e-01	2.067493e-01
CBX5	275954	64182	88816	4	4	4	1	0	20	7.269091e-01	2.460247e-02	1.649179e+01	6.718260e-01	2.070500e-01
PTGFR	509120	139652	45388	14	13	13	3	0	20	1.661897e+00	2.460640e-02	3.550008e+01	9.359670e-01	2.070500e-01
HTR3D	368507	121325	41300	6	5	6	0	0	20	8.528886e-01	2.462114e-02	2.171225e+01	6.627630e-01	2.070785e-01
OTOS	103001	28685	35784	3	3	3	3	0	11	8.300093e-01	2.466951e-02	1.264763e+01	7.244530e-01	2.072844e-01
TSPAN11	319924	94612	103866	8	8	8	1	0	8	9.403365e-01	2.467490e-02	2.586365e+01	8.935370e-01	2.072844e-01
NXF1	864933	243524	304052	11	10	11	2	0	14	7.092736e-01	2.469885e-02	3.624069e+01	5.432240e-01	2.072844e-01
GDNF	265456	77582	28784	8	8	7	2	0	20	1.487111e+00	2.469949e-02	2.459645e+01	5.784200e-01	2.072844e-01
CLIP3	660881	208649	185780	9	9	9	2	0	20	6.569159e-01	2.470241e-02	2.861472e+01	6.173900e-01	2.072844e-01
UTP23	312409	83296	43736	5	5	5	0	0	20	7.616880e-01	2.475694e-02	1.851136e+01	1.252864e+00	2.076465e-01
KLK6	322372	91853	82068	9	8	9	1	0	20	1.745744e+00	2.479134e-02	2.883011e+01	7.699500e-01	2.077983e-01
SLC11A1	664564	214559	214438	8	8	7	1	0	20	6.407735e-01	2.480253e-02	2.731767e+01	5.327470e-01	2.077983e-01
MAP3K9	1285077	392355	175126	19	18	17	5	0	20	9.893103e-01	2.480919e-02	5.010158e+01	7.203260e-01	2.077983e-01
MTMR7	893565	233645	217728	8	8	8	1	0	20	6.910219e-01	2.487297e-02	3.185650e+01	5.473150e-01	2.082370e-01
IL2RA	377070	97343	126952	6	6	6	4	0	20	8.936380e-01	2.497034e-02	2.250902e+01	7.217450e-01	2.089563e-01
TARBP1	1828876	494398	441154	17	17	17	4	0	20	8.205323e-01	2.498421e-02	5.123896e+01	1.032499e+00	2.089662e-01
OIT3	726158	210534	173586	9	9	8	2	0	20	5.574870e-01	2.501437e-02	2.711625e+01	4.999010e-01	2.089662e-01
C10orf25	134137	38172	13818	2	2	2	1	0	20	9.359589e-01	2.501549e-02	1.355323e+01	4.740970e-01	2.089662e-01
FHL5	399223	90080	80472	16	16	15	8	0	8	2.359376e+00	2.502773e-02	4.164927e+01	4.919890e-01	2.089662e-01
IL1A	373353	96836	100086	5	5	4	0	0	20	4.221864e-01	2.502877e-02	1.595527e+01	7.030340e-01	2.089662e-01
BTN3A1	658231	188605	145320	9	9	9	2	0	19	6.527839e-01	2.510128e-02	2.614631e+01	6.567940e-01	2.094757e-01
XYLB	704932	203806	296744	7	7	6	2	0	11	7.117009e-01	2.516257e-02	3.053904e+01	8.823260e-01	2.098049e-01
RSPO4	229648	64745	46144	7	7	6	3	0	20	1.253962e+00	2.520983e-02	2.131048e+01	1.159667e+00	2.098049e-01
GAR1	279783	89489	99176	4	4	4	0	0	20	4.103839e-01	2.520996e-02	1.520303e+01	4.702730e-01	2.098049e-01
ZNF257	758162	185311	60788	30	29	29	4	0	11	3.985100e+00	2.521231e-02	7.266228e+01	5.540400e-01	2.098049e-01
VHLL	180132	55737	19852	4	4	4	2	0	20	6.077037e-01	2.521236e-02	1.336364e+01	9.342650e-01	2.098049e-01
GLUL	504532	136809	103866	6	6	6	1	0	20	7.875375e-01	2.521627e-02	2.452306e+01	7.637060e-01	2.098049e-01
KLK1	350665	99623	76216	10	10	10	1	2	20	1.644622e+00	2.523211e-02	3.004932e+01	6.417690e-01	2.098049e-01
OR51Q1	407105	128364	15890	15	15	13	8	0	20	2.167154e+00	2.523268e-02	3.684195e+01	9.274720e-01	2.098049e-01
HAVCR2	389089	115443	104720	12	11	11	4	0	20	1.342659e+00	2.525924e-02	2.802090e+01	7.484770e-01	2.099301e-01
CORO1C	650800	170589	169134	7	7	7	2	0	14	5.688445e-01	2.527993e-02	2.642212e+01	6.796770e-01	2.100064e-01
SRRM2	3445955	1243048	215698	34	32	33	5	0	20	7.979781e-01	2.529600e-02	8.520245e+01	1.130297e+00	2.100443e-01
NPHS1	1466114	473091	372288	31	30	30	9	0	5	1.460922e+00	2.534064e-02	7.847268e+01	1.228156e+00	2.103193e-01
CARNS1	430194	147677	17794	5	5	5	0	0	20	4.424325e-01	2.539633e-02	1.920617e+01	5.166750e-01	2.105912e-01
MTG1	353343	107309	130704	6	6	6	3	3	20	1.130733e+00	2.539649e-02	2.459591e+01	6.106950e-01	2.105912e-01
LRRC57	319249	94021	79422	4	4	3	0	0	20	5.234859e-01	2.550886e-02	1.652408e+01	4.982200e-01	2.114270e-01
G3BP1	627322	179034	164332	9	9	7	0	0	10	9.692540e-01	2.557994e-02	3.261612e+01	6.680600e-01	2.119199e-01
BSX	210904	69532	34944	5	5	5	1	0	20	7.365273e-01	2.560523e-02	1.747143e+01	6.724930e-01	2.120331e-01
NUP205	2715713	768607	707042	23	23	22	7	0	8	5.596323e-01	2.567183e-02	5.861332e+01	9.315080e-01	2.124882e-01
CFI	804499	202089	193956	6	6	6	0	0	20	5.303165e-01	2.572066e-02	2.603827e+01	7.246260e-01	2.127959e-01
DUSP12	436748	121017	88620	5	5	5	0	0	20	5.783655e-01	2.581134e-02	1.952177e+01	6.819130e-01	2.134494e-01
PITPNC1	446938	118202	143486	6	6	6	2	0	20	7.343223e-01	2.589191e-02	2.262609e+01	5.901300e-01	2.140187e-01
ZNF70	599651	153699	21868	9	9	8	0	0	20	1.032274e+00	2.593694e-02	3.163421e+01	1.022174e+00	2.142938e-01
HSH2D	334170	105169	28056	6	5	6	0	0	20	3.652293e-01	2.597517e-02	1.600030e+01	7.158780e-01	2.145126e-01
SIRPD	258445	81663	71484	6	6	5	1	0	20	1.110514e+00	2.603465e-02	1.996425e+01	8.913800e-01	2.149065e-01
SLC38A11	511935	152066	142646	7	7	7	2	0	20	9.936018e-01	2.604939e-02	2.577263e+01	5.634440e-01	2.149310e-01
C14orf178	111813	29220	45640	2	2	2	0	0	20	7.064706e-01	2.616194e-02	1.060512e+01	4.498490e-01	2.157621e-01
PPARG	680779	181342	116452	8	8	8	4	0	20	6.669729e-01	2.623110e-02	2.600986e+01	9.996260e-01	2.161689e-01
ZIC3	437311	123269	44366	17	15	16	8	0	20	2.113100e+00	2.623495e-02	4.035993e+01	9.070670e-01	2.161689e-01
RHPN1	374305	121409	63686	6	6	6	0	0	20	4.460846e-01	2.625808e-02	1.808838e+01	1.225980e+00	2.162304e-01
GFPT2	869835	246594	267638	10	10	10	1	0	20	8.878332e-01	2.626612e-02	3.537217e+01	5.036940e-01	2.162304e-01
WNT3A	363247	105872	113484	10	9	10	5	3	20	1.137257e+00	2.630191e-02	2.784065e+01	8.933180e-01	2.164275e-01
ULK2	1312577	385711	363216	9	9	9	3	0	13	3.837295e-01	2.637581e-02	3.106083e+01	8.435340e-01	2.169378e-01
B4GALT5	488513	127969	159292	6	6	6	2	0	20	8.049706e-01	2.638981e-02	2.422546e+01	7.715750e-01	2.169552e-01
SUSD3	296617	92332	59122	5	5	5	1	0	20	6.336542e-01	2.641453e-02	1.813667e+01	9.714730e-01	2.170606e-01
COX6B1	123325	28150	85526	3	3	2	2	0	20	1.010642e+00	2.643509e-02	1.355031e+01	4.577630e-01	2.171318e-01
OR4K13	386893	117695	15442	18	17	17	4	0	12	3.923945e+00	2.647509e-02	4.824785e+01	1.221861e+00	2.173625e-01
EXTL3	1191224	362544	88200	13	12	13	2	0	20	6.665138e-01	2.650218e-02	3.862429e+01	4.791390e-01	2.174355e-01
ZNF280B	724721	192011	18648	12	9	10	4	0	20	9.758189e-01	2.651343e-02	3.168485e+01	7.520910e-01	2.174355e-01
AFP	834226	216164	203840	11	11	11	1	0	20	9.568295e-01	2.651972e-02	3.330363e+01	6.734680e-01	2.174355e-01
OR5H15	406626	117723	18984	12	12	12	6	0	20	2.106159e+00	2.653241e-02	3.225980e+01	5.269730e-01	2.174419e-01
TPR	3542701	944375	868812	29	26	29	6	0	20	7.374276e-01	2.655234e-02	7.160741e+01	8.580530e-01	2.174666e-01
OR2T4	456621	131179	19124	38	35	36	6	0	6	7.209393e+00	2.655926e-02	8.202234e+01	9.172260e-01	2.174666e-01
DOCK2	2516778	644691	822472	84	68	79	29	0	1	2.876216e+00	2.663849e-02	1.490004e+02	7.407650e-01	2.180175e-01
LIN7C	265229	77131	84112	4	4	4	2	1	19	1.113492e+00	2.668045e-02	1.983522e+01	5.724350e-01	2.181276e-01
EDN3	326764	95766	78428	10	10	9	1	0	20	1.254128e+00	2.668905e-02	2.543776e+01	7.664050e-01	2.181276e-01
CACNA1I	1724476	518601	360038	31	26	31	16	0	20	9.869801e-01	2.669471e-02	6.166939e+01	5.308250e-01	2.181276e-01
TULP4	1902050	584876	212674	19	18	19	1	1	20	6.751763e-01	2.669974e-02	5.270276e+01	7.541210e-01	2.181276e-01
OR1L8	399702	122171	17668	10	10	10	2	0	20	1.422219e+00	2.674316e-02	2.783396e+01	9.668480e-01	2.182141e-01
VPS28	281920	76117	81760	4	4	4	0	0	6	4.310432e-01	2.674357e-02	1.849993e+01	1.036254e+00	2.182141e-01
EYS	792900	193728	135212	53	49	49	11	0	1	5.734807e+00	2.674620e-02	1.126237e+02	5.335500e-01	2.182141e-01
PPM1A	561594	145761	74718	6	6	6	1	1	16	5.818097e-01	2.681762e-02	2.321339e+01	1.357482e+00	2.186990e-01
CREG2	197613	50079	48678	4	4	4	1	0	20	8.823207e-01	2.684862e-02	1.576482e+01	7.936120e-01	2.188541e-01
DPT	280937	65871	66766	6	6	5	2	0	20	8.836288e-01	2.693883e-02	1.882613e+01	5.006090e-01	2.194913e-01
NLGN1	1085576	310241	103138	37	34	34	7	0	20	2.725822e+00	2.704658e-02	7.364758e+01	7.117530e-01	2.202709e-01
SDF2	278122	83887	58464	4	4	4	1	0	20	8.896262e-01	2.708930e-02	1.874388e+01	8.840910e-01	2.205204e-01
FAM154B	517932	137372	33712	10	10	9	1	0	20	1.427267e+00	2.714665e-02	3.208680e+01	4.804520e-01	2.208245e-01
AWAT1	416343	117415	99050	4	4	3	2	0	20	5.664888e-01	2.715085e-02	1.820287e+01	4.916670e-01	2.208245e-01
OR52K1	402545	128364	18844	14	13	13	1	0	20	1.447051e+00	2.716594e-02	2.881771e+01	5.109940e-01	2.208488e-01
SCFD2	893792	277475	150304	11	11	11	3	0	20	8.368664e-01	2.730447e-02	3.477205e+01	1.156927e+00	2.218761e-01
URB2	1981984	603029	151578	27	25	26	10	0	20	1.114155e+00	2.738182e-02	6.590166e+01	9.893370e-01	2.224057e-01
HIST1H4B	129518	45603	18172	4	4	4	0	0	20	1.516327e+00	2.739550e-02	1.879145e+01	6.221010e-01	2.224108e-01
CYP3A7	687507	188633	220794	9	9	7	3	0	20	8.800100e-01	2.740682e-02	2.868973e+01	6.215980e-01	2.224108e-01
FGD5	1411805	416169	199346	26	24	26	10	0	20	1.064273e+00	2.743574e-02	5.369367e+01	4.968550e-01	2.225465e-01
NGF	311395	95147	19292	7	7	7	1	0	20	1.005200e+00	2.747850e-02	2.163519e+01	6.383700e-01	2.226842e-01
ANGPT4	630084	178894	139566	15	13	14	1	0	6	8.208273e-01	2.748183e-02	3.952406e+01	7.345630e-01	2.226842e-01
CHODL	338391	88391	76818	7	7	7	2	1	20	1.472753e+00	2.748931e-02	2.541735e+01	5.644170e-01	2.226842e-01
CHIC1	71532	17848	26978	2	2	2	1	0	20	1.056001e+00	2.750278e-02	1.034610e+01	4.138930e-01	2.226944e-01
GRIK1	1280825	354690	384160	32	28	31	10	0	8	1.867405e+00	2.757315e-02	6.959825e+01	5.315530e-01	2.230153e-01
RHCE	545211	146859	175000	6	6	6	2	0	20	6.338863e-01	2.758076e-02	2.336439e+01	1.102659e+00	2.230153e-01
XG	212873	57286	133406	4	4	4	1	0	11	5.856336e-01	2.758746e-02	1.593820e+01	9.796820e-01	2.230153e-01
TAS2R40	421152	123860	22190	7	7	7	2	0	20	1.029745e+00	2.759129e-02	2.366152e+01	1.073767e+00	2.230153e-01
OR10A5	411581	124986	18928	14	14	14	5	0	16	3.000068e+00	2.762236e-02	4.241295e+01	6.322980e-01	2.231030e-01
FEV	112656	30965	2324	4	4	3	0	0	18	1.480895e+00	2.762658e-02	1.718922e+01	7.452360e-01	2.231030e-01
OR4S1	400800	119919	19026	8	7	8	3	0	20	1.430993e+00	2.764073e-02	2.702044e+01	6.585370e-01	2.231185e-01
MAPT	1036875	329439	191856	16	15	15	5	0	20	7.039015e-01	2.768540e-02	3.537241e+01	6.845240e-01	2.233803e-01
OR8J3	405416	125549	18200	30	27	29	11	0	6	5.544349e+00	2.770620e-02	6.145871e+01	1.025483e+00	2.233853e-01
MTL5	564126	152545	125902	8	8	8	1	0	20	8.108267e-01	2.771476e-02	2.565880e+01	6.393760e-01	2.233853e-01
ALKBH6	365838	97934	122780	4	4	4	0	0	20	6.569159e-01	2.772274e-02	1.941528e+01	5.664980e-01	2.233853e-01
NPTXR	363922	114936	52318	7	7	7	1	0	20	9.212559e-01	2.775491e-02	2.349806e+01	5.892720e-01	2.235459e-01
KIFC1	869412	284371	187054	11	10	11	4	0	20	7.020745e-01	2.785842e-02	3.288139e+01	7.665060e-01	2.242806e-01
JPH3	591797	182440	54516	11	11	11	7	0	20	8.762202e-01	2.790778e-02	3.300037e+01	7.081880e-01	2.245736e-01
SPACA4	126451	41015	9128	3	3	3	0	0	20	6.979911e-01	2.792355e-02	1.248082e+01	6.003210e-01	2.245736e-01
SPIC	338954	85604	85624	7	7	6	2	0	6	2.113462e+00	2.793174e-02	3.457148e+01	6.490870e-01	2.245736e-01
DLL3	381126	123608	106022	8	8	6	2	0	6	5.793000e-01	2.795386e-02	2.351154e+01	7.480010e-01	2.246525e-01
ZNF235	1009543	242681	69916	12	12	12	1	0	12	8.714458e-01	2.799400e-02	4.026319e+01	1.584815e+00	2.247846e-01
FAM3D	309283	82254	148484	6	6	6	3	0	20	1.030378e+00	2.799492e-02	2.119340e+01	7.240700e-01	2.247846e-01
PTGIR	243219	79187	18060	6	6	6	3	0	20	6.631894e-01	2.801112e-02	1.721764e+01	9.438160e-01	2.248157e-01
LRFN1	503483	181012	9492	10	10	10	5	0	20	6.574476e-01	2.804247e-02	2.636526e+01	6.552980e-01	2.249684e-01
HRH3	365260	121378	24290	7	7	7	3	0	20	9.998871e-01	2.807296e-02	2.509307e+01	7.271130e-01	2.250919e-01
KRTAP12-1	124958	38284	18228	3	3	3	0	0	20	8.590724e-01	2.808253e-02	1.295759e+01	5.906340e-01	2.250919e-01
ALLC	469175	133487	118552	8	8	7	5	0	19	1.353469e+00	2.814583e-02	3.068787e+01	7.388470e-01	2.254967e-01
PYHIN1	675712	185227	132566	30	27	30	4	0	2	2.220758e+00	2.815859e-02	6.466326e+01	1.109475e+00	2.254967e-01
DSE	1486435	423236	76930	19	19	19	3	0	6	9.360788e-01	2.817010e-02	5.662188e+01	5.914000e-01	2.254967e-01
ZIM3	649279	154825	72128	20	19	18	6	0	20	1.974603e+00	2.818432e-02	4.297482e+01	1.781940e+00	2.255117e-01
IFT52	607561	157668	215208	7	7	7	0	0	20	8.025622e-01	2.822087e-02	2.561407e+01	7.632120e-01	2.257052e-01
GDF9	597906	171152	36820	7	7	7	1	0	20	6.176612e-01	2.830300e-02	2.375190e+01	7.645860e-01	2.262628e-01
SCNN1D	496728	162508	101682	6	6	5	3	0	20	7.632475e-01	2.834788e-02	2.652851e+01	1.003352e+00	2.265224e-01
B4GALNT2	692238	208789	166656	8	8	8	7	0	20	8.488525e-01	2.843339e-02	3.086555e+01	6.243040e-01	2.270990e-01
KRT74	699725	208282	144816	12	12	11	6	0	20	1.669451e+00	2.844492e-02	4.476263e+01	7.856510e-01	2.270990e-01
UBXN2A	359869	89517	112770	6	6	6	0	0	20	7.083146e-01	2.848311e-02	1.880855e+01	9.228960e-01	2.273044e-01
BTBD9	821949	226973	190834	12	12	12	2	0	20	1.059726e+00	2.850812e-02	3.707274e+01	4.768740e-01	2.274046e-01
USP6	1907920	516411	555562	19	18	18	4	1	17	6.922831e-01	2.856350e-02	4.952301e+01	8.860580e-01	2.277468e-01
ZNF780A	837424	203156	57134	10	9	10	2	0	20	6.774813e-01	2.858754e-02	2.939984e+01	1.155439e+00	2.277576e-01
GKN1	276968	70910	93562	6	6	6	1	0	20	1.125386e+00	2.858997e-02	1.996012e+01	6.092710e-01	2.277576e-01
FAM20B	544956	159329	124838	6	6	6	0	0	14	5.655088e-01	2.861174e-02	2.191811e+01	5.419510e-01	2.277576e-01
SAT1	235446	56328	80290	4	4	3	1	0	20	9.122145e-01	2.862686e-02	1.651450e+01	1.053583e+00	2.277576e-01
PTPN11	813479	208845	220794	9	9	9	3	0	20	7.601872e-01	2.862725e-02	3.082260e+01	1.122420e+00	2.277576e-01
PEAR1	1234043	357337	300776	18	18	18	11	0	20	1.047822e+00	2.869290e-02	4.989990e+01	4.937460e-01	2.281805e-01
POLA1	1921749	498594	966952	19	18	19	3	0	7	5.368722e-01	2.875529e-02	5.114142e+01	1.477424e+00	2.285770e-01
FSTL1	410878	101312	203098	5	5	4	1	0	20	4.511688e-01	2.884115e-02	1.631754e+01	4.981250e-01	2.291597e-01
TRIM3	967601	303345	175938	13	13	13	2	0	5	4.250673e-01	2.885617e-02	3.996190e+01	8.968210e-01	2.291793e-01
IFNGR1	638106	174446	92092	8	8	7	2	0	20	1.098848e+00	2.889131e-02	3.060784e+01	7.923140e-01	2.293585e-01
TBC1D23	928754	240908	265930	10	10	9	4	0	6	8.446516e-01	2.891901e-02	3.768826e+01	1.008625e+00	2.294786e-01
GFI1B	430583	121017	76734	7	6	7	3	0	20	5.751753e-01	2.893958e-02	2.097103e+01	4.684770e-01	2.295420e-01
MAGT1	462867	124647	150948	9	9	9	1	0	20	1.021379e+00	2.902076e-02	2.581630e+01	6.015160e-01	2.300860e-01
POLD4	106323	32091	37478	2	2	2	1	0	20	4.424325e-01	2.905976e-02	1.016818e+01	7.111690e-01	2.302951e-01
FYN	796701	222976	192360	8	8	8	2	1	20	8.380370e-01	2.908697e-02	3.291118e+01	4.907690e-01	2.304107e-01
HIST1H3C	172841	58017	19572	7	7	7	2	0	20	1.516327e+00	2.918923e-02	2.158691e+01	5.120890e-01	2.311140e-01
NFATC3	1449159	443165	183708	16	15	15	5	1	20	6.437652e-01	2.920286e-02	3.858139e+01	7.650210e-01	2.311140e-01
TNFAIP8L3	325442	89517	33376	5	5	5	0	0	20	6.451104e-01	2.921375e-02	1.723831e+01	1.081454e+00	2.311140e-01
HSPA8	858124	245496	118076	12	11	11	0	0	19	1.234412e+00	2.924810e-02	3.976599e+01	4.973240e-01	2.312855e-01
MSL1	416200	116401	79436	3	3	3	0	0	20	4.450263e-01	2.928768e-02	1.633005e+01	5.571700e-01	2.314983e-01
LCE4A	132305	36032	17668	4	4	4	3	0	20	1.465272e+00	2.932783e-02	1.514060e+01	6.505090e-01	2.317152e-01
NAALAD2	1013935	273618	294826	25	23	23	8	0	4	1.844569e+00	2.938433e-02	6.648450e+01	5.658390e-01	2.319920e-01
TRPV4	1078621	327243	207592	14	14	13	6	0	20	7.971553e-01	2.938828e-02	3.925585e+01	1.024178e+00	2.319920e-01
UBE2C	267509	73753	83762	3	3	3	1	1	20	6.148930e-01	2.940429e-02	1.525688e+01	1.053416e+00	2.320180e-01
BHMT	539438	150349	112910	9	9	7	2	0	20	8.580806e-01	2.942296e-02	2.613019e+01	5.211500e-01	2.320650e-01
VRK3	635711	179625	186046	7	7	7	0	0	20	5.406187e-01	2.943610e-02	2.294038e+01	9.457510e-01	2.320684e-01
SPR	209436	64773	32340	4	4	3	0	0	3	2.762020e-01	2.949639e-02	1.886150e+01	9.066920e-01	2.324433e-01
GTF3C1	2717548	777898	567462	39	36	37	14	0	12	1.195861e+00	2.954408e-02	9.064715e+01	5.024790e-01	2.327186e-01
COMMD2	269677	75442	75516	4	3	3	1	0	20	9.947251e-01	2.959665e-02	1.862535e+01	4.875660e-01	2.330321e-01
MYO15A	3624247	1093813	800996	22	21	21	10	0	20	5.138227e-01	2.963441e-02	6.818456e+01	8.403130e-01	2.332289e-01
FBXO43	939532	256249	68628	11	10	10	4	0	20	8.863657e-01	2.965101e-02	3.322832e+01	7.827880e-01	2.332589e-01
ABCA9	2198372	601368	604716	29	29	26	10	0	20	1.310161e+00	2.970351e-02	7.279956e+01	1.094632e+00	2.335712e-01
GLI1	1497580	485278	188300	18	17	17	4	0	20	7.012689e-01	2.976681e-02	4.442966e+01	4.882690e-01	2.339307e-01
PAX2	582447	159581	167216	14	13	12	4	1	14	1.110083e+00	2.977486e-02	3.694438e+01	4.831390e-01	2.339307e-01
AP1M2	415640	116852	77896	5	5	5	2	0	20	6.960801e-01	2.988754e-02	2.110109e+01	5.124420e-01	2.347149e-01
ADAM33	645895	190123	200242	17	15	17	8	0	20	1.030691e+00	2.993262e-02	3.390268e+01	9.317260e-01	2.349678e-01
IRX3	302334	89940	26236	8	8	8	0	0	20	1.619108e+00	2.997801e-02	2.864073e+01	6.227260e-01	2.352230e-01
ESR1	683967	193899	107884	12	12	12	5	0	20	1.124104e+00	3.003285e-02	3.506985e+01	4.869960e-01	2.355520e-01
SRL	626112	177936	94948	8	7	8	0	0	20	6.607583e-01	3.006950e-02	2.564204e+01	1.096208e+00	2.357381e-01
C20orf166	117720	30626	120218	3	3	3	2	0	14	5.852269e-01	3.008287e-02	1.073287e+01	6.793570e-01	2.357417e-01
TSPAN3	289071	81156	81998	3	3	2	2	0	19	6.041071e-01	3.011100e-02	1.549075e+01	1.122072e+00	2.358154e-01
SNRNP48	398321	95231	106680	5	5	4	0	0	20	1.070338e+00	3.011811e-02	2.354608e+01	7.537670e-01	2.358154e-01
SIPA1L1	2396128	689112	344106	24	23	22	13	0	20	9.353223e-01	3.013902e-02	6.715152e+01	8.334570e-01	2.358779e-01
ID2	176359	49037	32438	4	4	4	0	0	20	7.760438e-01	3.017010e-02	1.377460e+01	6.212000e-01	2.360199e-01
UXT	190381	53908	64750	3	3	3	0	0	20	4.977118e-01	3.019362e-02	1.220951e+01	1.125006e+00	2.360981e-01
PKP1	926275	263512	207550	12	12	12	1	0	20	8.428441e-01	3.020901e-02	3.634433e+01	4.934450e-01	2.360981e-01
RBBP7	582677	152010	180320	4	4	4	1	0	15	4.658985e-01	3.021890e-02	2.141423e+01	9.741360e-01	2.360981e-01
AGTR2	476889	136246	18676	6	6	6	2	0	20	6.690197e-01	3.024401e-02	2.025859e+01	6.423160e-01	2.361763e-01
BACH1	980183	264582	57540	10	10	10	1	2	20	8.859046e-01	3.025479e-02	3.740369e+01	6.278090e-01	2.361763e-01
NPHP4	1404781	442916	354018	14	14	14	3	0	14	5.864860e-01	3.027659e-02	4.075806e+01	1.014068e+00	2.362454e-01
EMILIN3	856544	291914	43246	9	9	8	4	0	20	6.946841e-01	3.033798e-02	3.157101e+01	5.546480e-01	2.365764e-01
FDX1	166057	47292	47306	5	4	5	0	0	20	1.139165e+00	3.034493e-02	1.551594e+01	4.977610e-01	2.365764e-01
TSHZ2	1352354	371045	24108	36	34	35	12	0	20	2.085368e+00	3.044005e-02	7.347580e+01	1.017006e+00	2.372167e-01
DPF1	432020	117555	130536	6	6	6	1	0	20	8.073374e-01	3.057469e-02	2.415438e+01	6.520400e-01	2.381642e-01
OR1Q1	409892	119919	19082	11	10	11	0	0	20	1.422219e+00	3.061995e-02	2.743577e+01	6.909860e-01	2.383740e-01
SF3B5	117639	29248	19292	3	3	3	0	0	20	8.429029e-01	3.062775e-02	1.248180e+01	9.950210e-01	2.383740e-01
OR10J5	399167	121608	19194	10	10	10	1	0	9	1.525817e+00	3.064571e-02	2.841188e+01	5.318290e-01	2.384122e-01
FBXO18	1475542	411920	334796	12	12	12	5	1	10	5.397020e-01	3.079623e-02	4.050548e+01	7.469440e-01	2.394811e-01
OR6B2	366261	117020	16674	9	9	9	7	0	20	1.305038e+00	3.083433e-02	2.554196e+01	1.135227e+00	2.396752e-01
SSPN	219234	66322	39032	4	4	4	0	1	20	9.423249e-01	3.087926e-02	1.629174e+01	9.631160e-01	2.399223e-01
OR6B3	388949	123832	19138	10	9	10	2	0	20	1.305038e+00	3.089278e-02	2.641900e+01	1.088291e+00	2.399252e-01
EPHA10	943277	297292	252210	15	15	14	10	1	20	1.027592e+00	3.093066e-02	4.463493e+01	5.593860e-01	2.399768e-01
TRPM2	1719605	493294	399910	30	28	30	13	0	3	1.020967e+00	3.093292e-02	7.261503e+01	9.174900e-01	2.399768e-01
OFD1	1386162	354718	342468	16	16	16	3	0	18	9.424196e-01	3.093887e-02	4.692542e+01	6.925280e-01	2.399768e-01
LIF	254476	78820	30730	3	3	3	1	2	20	7.688534e-01	3.095293e-02	1.691779e+01	5.728000e-01	2.399838e-01
CLEC1B	319812	78848	104510	7	7	7	1	0	5	9.309322e-01	3.099297e-02	2.324556e+01	7.343140e-01	2.401922e-01
C2CD2L	837607	275590	182658	8	7	8	2	0	20	5.047370e-01	3.109489e-02	2.704107e+01	5.841140e-01	2.408304e-01
CD40LG	356998	93458	90244	11	11	9	1	0	6	1.996651e+00	3.111381e-02	3.524971e+01	6.015620e-01	2.408304e-01
SERPINB8	518523	131742	125706	9	9	8	0	0	20	1.183466e+00	3.111630e-02	2.848205e+01	8.823370e-01	2.408304e-01
GNGT2	96920	23083	41412	3	3	3	0	0	20	8.488525e-01	3.112810e-02	1.055148e+01	4.182110e-01	2.408304e-01
RPL26	198204	52950	49770	3	3	3	0	0	20	3.563897e-01	3.115966e-02	1.087388e+01	9.093260e-01	2.409724e-01
TTC24	324036	93965	74592	7	7	6	3	0	5	6.845154e-01	3.125822e-02	2.095396e+01	9.687370e-01	2.416323e-01
SNX24	217035	57510	101332	4	4	4	1	0	20	7.933343e-01	3.134072e-02	1.416844e+01	5.615020e-01	2.420671e-01
LGR4	1193109	336139	274904	11	11	10	1	0	20	7.554035e-01	3.136136e-02	3.610582e+01	6.327830e-01	2.420671e-01
GPR15	467318	139652	20678	9	9	9	2	0	9	7.697057e-01	3.137817e-02	2.470450e+01	8.226750e-01	2.420671e-01
ZNF260	563056	132868	16422	11	11	11	2	0	6	8.307980e-01	3.138833e-02	3.172677e+01	5.184700e-01	2.420671e-01
TFF2	143652	39298	57806	3	3	3	0	0	20	6.042548e-01	3.140950e-02	1.206183e+01	9.344830e-01	2.420671e-01
ESX1	453666	144635	70168	10	9	10	4	0	9	7.455390e-01	3.142130e-02	2.445844e+01	5.335220e-01	2.420671e-01
UGT2B11	714024	188661	105882	23	20	23	4	1	4	2.337753e+00	3.143123e-02	5.433018e+01	8.525730e-01	2.420671e-01
ZNF581	249412	79159	11312	4	4	4	0	0	20	8.687864e-01	3.143543e-02	1.937760e+01	1.134599e+00	2.420671e-01
APBB2	990936	281500	203182	11	11	10	2	0	11	7.362769e-01	3.143925e-02	3.591478e+01	4.778300e-01	2.420671e-01
RPL3L	483412	141198	126336	9	9	8	4	0	20	7.232222e-01	3.144711e-02	2.400938e+01	1.172416e+00	2.420671e-01
EPHX1	601116	168309	121814	8	8	7	2	0	20	7.561826e-01	3.147122e-02	2.780824e+01	9.228690e-01	2.421506e-01
BUD13	782262	221147	147812	10	10	10	2	0	16	8.178169e-01	3.156020e-02	3.227107e+01	7.435130e-01	2.427329e-01
