complex_disease	mendelian_disease	comorbidity
Skin Cyst	Cerebral Lipidoses	1
Skin Cyst	Chondrodystrophy	1
Skin Cyst	Chronic Granulomatous Disease	1
Skin Cyst	Chronic Progressive External Ophthalmoplegia	1
Skin Cyst	Circulating Enzyme Deficiencies	1
Skin Cyst	Combined Heart and Skeletal Defects	1
Skin Cyst	Congenital Disorders of Purine/Pyrimidine Metabolism	1
Skin Cyst	Congenital Ectodermal Dysplasia	1
Skin Cyst	Congenital Hydrocephalus	1
Skin Cyst	Congenital Ichthyosis	1
Skin Cyst	Congenital Pigmentary Anomalies	1
Skin Cyst	Cystic Fibrosis	1
Skin Cyst	Degenerative Diseases of the Basal Ganglia	1
Skin Cyst	Disorders of Aromatic Amino Acid Metabolism	1
Skin Cyst	Disorders of Copper Metabolism	1
Skin Cyst	Disorders of Phosphorous Metabolism	1
Skin Cyst	Disorders of Straight Chain Amino Acid Metabolism	1
Skin Cyst	Disorders of Urea Cycle Metabolism	1
Skin Cyst	Dopa-Responsive Dystonia	1
Skin Cyst	Facial and Skull Anomalies	1
Skin Cyst	Familial Dysautonomia	1
Skin Cyst	Friedreich Ataxia	1
Skin Cyst	Genetic Anomalies of Leukocytes	1
Skin Cyst	Glucose-6-Phosphate Dehydrogenase Deficiency	1
Skin Cyst	Glycogenosis	1
Skin Cyst	Haemophilia	1
Skin Cyst	Hereditary Hemorrhagic Telangiectasia	1
Skin Cyst	Hereditary Muscular Dystrophy	1
Skin Cyst	Hereditary Sensory Neuropathy	1
Skin Cyst	Holoprosencephaly	1
Skin Cyst	Huntington Disease	1
Skin Cyst	Hypopituitarism	1
Skin Cyst	Immunodeficiency with Increased IgM	1
Skin Cyst	Inherited Adrenogenital Disorders	1
Skin Cyst	Inherited Anomalies of the Skin	1
Skin Cyst	Li Fraumeni and Related Syndromes	1
Skin Cyst	Lipoprotein Deficiencies	1
Skin Cyst	Long QT Syndrome	1
Skin Cyst	Marfan Syndrome	1
Skin Cyst	Multiple Endocrine Neoplasia Type I	1
Skin Cyst	Neurofibromatosis	1
Skin Cyst	Non-Specific Autosomal Deletion Syndromes	1
Skin Cyst	Non-Specified Osteodystrophy	1
Skin Cyst	Osteogenesis Imperfecta	1
Skin Cyst	Other Specified Disorders of Amino Acid Metabolism	1
Skin Cyst	Pervasive, Specified Congenital Anomalies	1
Skin Cyst	Polycystic Kidney, Autosomal Dominant	1
Skin Cyst	Retinitis Pigmentosa	1
Skin Cyst	Sensory Retina Dystropies	1
Skin Cyst	Severe Combined Immunodeficiency	1
Skin Cyst	Sickle Cell Anemia	1
Skin Cyst	Specific Nail Anomalies	1
Skin Cyst	Specified Anomalies of the Musculoskeletal System	1
Skin Cyst	Specified Hamartoses	1
Skin Cyst	Spinocerebellar Ataxia	1
Skin Cyst	Systemic Primary Carnitine Deficiency	1
Skin Cyst	Thalassemia	1
Skin Cyst	Tuberous Sclerosis	1
Sleep Disorder	Androgen Insensitivity Syndrome	1
Sleep Disorder	Cerebral Degeneration Due to Generalized Lipidoses	1
Sleep Disorder	Chronic Granulomatous Disease	1
Sleep Disorder	Circulating Enzyme Deficiencies	1
Sleep Disorder	Combined Heart and Skeletal Defects	1
Sleep Disorder	Congenital Disorders of Purine/Pyrimidine Metabolism	1
Sleep Disorder	Congenital Hydrocephalus	1
Sleep Disorder	Congenital Hypogammaglobulinemia	1
Sleep Disorder	Congenital Ichthyosis	1
Sleep Disorder	Cystic Fibrosis	1
Sleep Disorder	Degenerative Diseases of the Basal Ganglia	1
Sleep Disorder	Disorders of Aromatic Amino Acid Metabolism	1
Sleep Disorder	Disorders of Copper Metabolism	1
Sleep Disorder	Disorders of Fatty Acid Oxidation	1
Sleep Disorder	Disorders of Phosphorous Metabolism	1
Sleep Disorder	Disorders of Straight Chain Amino Acid Metabolism	1
Sleep Disorder	Disorders of Urea Cycle Metabolism	1
Sleep Disorder	Dopa-Responsive Dystonia	1
Sleep Disorder	Erythromelalgia	1
Sleep Disorder	Familial Dysautonomia	1
Sleep Disorder	Friedreich Ataxia	1
Sleep Disorder	Genetic Anomalies of Leukocytes	1
Sleep Disorder	Glucose-6-Phosphate Dehydrogenase Deficiency	1
Sleep Disorder	Glycogenosis	1
Sleep Disorder	Haemophilia	1
Sleep Disorder	Hereditary Hemorrhagic Telangiectasia	1
Sleep Disorder	Hereditary Muscular Dystrophy	1
Sleep Disorder	Hereditary Sensory Neuropathy	1
Sleep Disorder	Holoprosencephaly	1
Sleep Disorder	Huntington Disease	1
Sleep Disorder	Hypopituitarism	1
Sleep Disorder	Immunodeficiency with Increased IgM	1
Sleep Disorder	Inherited Adrenogenital Disorders	1
Sleep Disorder	Inherited Anomalies of the Skin	1
Sleep Disorder	Li Fraumeni and Related Syndromes	1
Sleep Disorder	Lipoprotein Deficiencies	1
Sleep Disorder	Long QT Syndrome	1
Sleep Disorder	Marfan Syndrome	1
Sleep Disorder	Neurofibromatosis	1
Sleep Disorder	Non-Specific Autosomal Deletion Syndromes	1
Sleep Disorder	Non-Specified Osteodystrophy	1
Sleep Disorder	Osteogenesis Imperfecta	1
Sleep Disorder	Other Specified Disorders of Amino Acid Metabolism	1
Sleep Disorder	Pervasive, Specified Congenital Anomalies	1
Sleep Disorder	Polycystic Kidney, Autosomal Dominant	1
Sleep Disorder	Retinitis Pigmentosa	1
Sleep Disorder	Severe Combined Immunodeficiency	1
Sleep Disorder	Smith-Magenis Syndrome	1
Sleep Disorder	Specific Nail Anomalies	1
Sleep Disorder	Specified Anomalies of the Musculoskeletal System	1
Sleep Disorder	Spinocerebellar Ataxia	1
Sleep Disorder	Thalassemia	1
Uterine Cancer	Cerebral Degeneration Due to Generalized Lipidoses	1
Uterine Cancer	Chronic Granulomatous Disease	1
Uterine Cancer	Combined Heart and Skeletal Defects	1
Uterine Cancer	Degenerative Diseases of the Basal Ganglia	1
Uterine Cancer	Diamond-Blackfan Anemia	1
Uterine Cancer	Disorders of Phosphorous Metabolism	1
Uterine Cancer	Disorders of Straight Chain Amino Acid Metabolism	1
Uterine Cancer	Facial and Skull Anomalies	1
Uterine Cancer	Genetic Anomalies of Leukocytes	1
Uterine Cancer	Glucose-6-Phosphate Dehydrogenase Deficiency	1
Uterine Cancer	Haemophilia	1
Uterine Cancer	Hereditary Hemorrhagic Telangiectasia	1
Uterine Cancer	Hereditary Sensory Neuropathy	1
Uterine Cancer	Inherited Anomalies of the Skin	1
Uterine Cancer	Li Fraumeni and Related Syndromes	1
Uterine Cancer	Lipoprotein Deficiencies	1
Uterine Cancer	Long QT Syndrome	1
Unspecified Viral Infection (Common Cold)	Achromatopsia	1
Unspecified Viral Infection (Common Cold)	Anophthalmos/Micropthalmos	1
Unspecified Viral Infection (Common Cold)	Anterior Eye Anomalies	1
Unspecified Viral Infection (Common Cold)	Autoimmune Lymphoproliferative Syndrome	1
Unspecified Viral Infection (Common Cold)	Autoimmune Polyglandular Syndrome	1
Unspecified Viral Infection (Common Cold)	Bartter Syndrome	1
Unspecified Viral Infection (Common Cold)	Cerebral Degeneration Due to Generalized Lipidoses	1
Unspecified Viral Infection (Common Cold)	Cerebral Lipidoses	1
Unspecified Viral Infection (Common Cold)	Chondrodystrophy	1
Unspecified Viral Infection (Common Cold)	Chronic Granulomatous Disease	1
Unspecified Viral Infection (Common Cold)	Chronic Progressive External Ophthalmoplegia	1
Unspecified Viral Infection (Common Cold)	Circulating Enzyme Deficiencies	1
Unspecified Viral Infection (Common Cold)	Combined Heart and Skeletal Defects	1
Unspecified Viral Infection (Common Cold)	Congenital Ectodermal Dysplasia	1
Unspecified Viral Infection (Common Cold)	Congenital Fistula of the Lip	1
Unspecified Viral Infection (Common Cold)	Congenital Hirschsprung Disease	1
Unspecified Viral Infection (Common Cold)	Congenital Hydrocephalus	1
Unspecified Viral Infection (Common Cold)	Congenital Hypogammaglobulinemia	1
Unspecified Viral Infection (Common Cold)	Congenital Ichthyosis	1
Unspecified Viral Infection (Common Cold)	Congenital Pigmentary Anomalies	1
Unspecified Viral Infection (Common Cold)	Cri-Du-Chat Syndrome	1
Unspecified Viral Infection (Common Cold)	Cystic Fibrosis	1
Unspecified Viral Infection (Common Cold)	Diamond-Blackfan Anemia	1
Unspecified Viral Infection (Common Cold)	Disorders of Aromatic Amino Acid Metabolism	1
Unspecified Viral Infection (Common Cold)	Disorders of Branched Chain Amino Acid Metabolism	1
Unspecified Viral Infection (Common Cold)	Disorders of Copper Metabolism	1
Unspecified Viral Infection (Common Cold)	Disorders of Fatty Acid Oxidation	1
Unspecified Viral Infection (Common Cold)	Disorders of Phosphorous Metabolism	1
Unspecified Viral Infection (Common Cold)	Disorders of Straight Chain Amino Acid Metabolism	1
Unspecified Viral Infection (Common Cold)	Disorders of Urea Cycle Metabolism	1
Unspecified Viral Infection (Common Cold)	Dopa-Responsive Dystonia	1
Unspecified Viral Infection (Common Cold)	Ectrodactyly	1
Unspecified Viral Infection (Common Cold)	Ellis Van Creveld Syndrome	1
Unspecified Viral Infection (Common Cold)	Facial and Skull Anomalies	1
Unspecified Viral Infection (Common Cold)	Familial Dysautonomia	1
Unspecified Viral Infection (Common Cold)	Familial Mediterranean Fever	1
Unspecified Viral Infection (Common Cold)	Fragile-X Syndrome	1
Unspecified Viral Infection (Common Cold)	Friedreich Ataxia	1
Unspecified Viral Infection (Common Cold)	Genetic Anomalies of Leukocytes	1
Unspecified Viral Infection (Common Cold)	Glucose-6-Phosphate Dehydrogenase Deficiency	1
Unspecified Viral Infection (Common Cold)	Glycogenosis	1
Unspecified Viral Infection (Common Cold)	Haemophilia	1
Unspecified Viral Infection (Common Cold)	Hereditary Color Blindness	1
Unspecified Viral Infection (Common Cold)	Hereditary Hemorrhagic Telangiectasia	1
Unspecified Viral Infection (Common Cold)	Hereditary Muscular Dystrophy	1
Unspecified Viral Infection (Common Cold)	Hereditary Sensory Neuropathy	1
Unspecified Viral Infection (Common Cold)	Hereditary Thrombocytopenic Purpura	1
Unspecified Viral Infection (Common Cold)	Holoprosencephaly	1
Unspecified Viral Infection (Common Cold)	Hypopituitarism	1
Unspecified Viral Infection (Common Cold)	Immunodeficiency with Increased IgM	1
Unspecified Viral Infection (Common Cold)	Indeterminate Sex and Pseudohermaphroditism	1
Unspecified Viral Infection (Common Cold)	Inherited Adrenogenital Disorders	1
Unspecified Viral Infection (Common Cold)	Inherited Anomalies of the Skin	1
Unspecified Viral Infection (Common Cold)	Long QT Syndrome	1
Unspecified Viral Infection (Common Cold)	Marfan Syndrome	1
Unspecified Viral Infection (Common Cold)	Multiple Epiphyseal Dysplasia	1
Unspecified Viral Infection (Common Cold)	Neurofibromatosis	1
Unspecified Viral Infection (Common Cold)	Non-Specific Autosomal Deletion Syndromes	1
Unspecified Viral Infection (Common Cold)	Non-Specified Osteodystrophy	1
Unspecified Viral Infection (Common Cold)	Osteogenesis Imperfecta	1
Unspecified Viral Infection (Common Cold)	Other Specified Disorders of Amino Acid Metabolism	1
Unspecified Viral Infection (Common Cold)	Peroxisomal Disorders	1
Unspecified Viral Infection (Common Cold)	Pervasive, Specified Congenital Anomalies	1
Unspecified Viral Infection (Common Cold)	Phenylketonuria	1
Unspecified Viral Infection (Common Cold)	Polycystic Kidney, Autosomal Dominant	1
Unspecified Viral Infection (Common Cold)	Retinitis Pigmentosa	1
Unspecified Viral Infection (Common Cold)	Rett Syndrome	1
Unspecified Viral Infection (Common Cold)	Sensory Retina Dystropies	1
Unspecified Viral Infection (Common Cold)	Severe Combined Immunodeficiency	1
Unspecified Viral Infection (Common Cold)	Sickle Cell Anemia	1
Unspecified Viral Infection (Common Cold)	Smith-Magenis Syndrome	1
Unspecified Viral Infection (Common Cold)	Specific Nail Anomalies	1
Unspecified Viral Infection (Common Cold)	Specified Anomalies of the Musculoskeletal System	1
Unspecified Viral Infection (Common Cold)	Specified Hamartoses	1
Unspecified Viral Infection (Common Cold)	Spinocerebellar Ataxia	1
Unspecified Viral Infection (Common Cold)	Systemic Primary Carnitine Deficiency	1
Unspecified Viral Infection (Common Cold)	Thalassemia	1
Unspecified Viral Infection (Common Cold)	Tongue Tie	1
Unspecified Viral Infection (Common Cold)	Tuberous Sclerosis	1
Unspecified Viral Infection (Common Cold)	Velo-Cardio-Facial Syndrome	1
Unspecified Viral Infection (Common Cold)	Wiskott-Aldrich Syndrome	1
