drug_target	db_id	drug_name
NFKB1	DB01411	Pranlukast
CYSLTR1	DB01411	Pranlukast
TNF	DB01411	Pranlukast
PDE4B	DB01412	Theobromine
ADORA2A	DB01412	Theobromine
ADORA1	DB01412	Theobromine
VKORC1	DB01418	Acenocoumarol
PTGS1	DB01419	Antrafenine
PTGS2	DB01419	Antrafenine
AR	DB01420	Testosterone propionate
METAP2	DB01422	Nitroxoline
DRD2	DB01425	Alizapride
SCN5A	DB01426	Ajmaline
PDE3B	DB01427	Amrinone
PDE4A	DB01427	Amrinone
PDE4B	DB01427	Amrinone
PDE4C	DB01427	Amrinone
PDE4D	DB01427	Amrinone
PDE3A	DB01427	Amrinone
TNF	DB01427	Amrinone
ESR2	DB01428	Oxybenzone
PGR	DB01428	Oxybenzone
AR	DB01428	Oxybenzone
ESR1	DB01428	Oxybenzone
CALM1	DB01429	Aprindine
SCN5A	DB01429	Aprindine
ATP1A1	DB01430	Almitrine
PGR	DB01431	Allylestrenol
ESR1	DB01431	Allylestrenol
OPRM1	DB01433	Methadyl acetate
PTGS1	DB01435	Antipyrine
PTGS2	DB01435	Antipyrine
CYP27B1	DB01436	Alfacalcidol
VDR	DB01436	Alfacalcidol
RXRA	DB01436	Alfacalcidol
GABRA1	DB01437	Glutethimide
GABRA2	DB01437	Glutethimide
GABRA3	DB01437	Glutethimide
GABRA4	DB01437	Glutethimide
GABRA5	DB01437	Glutethimide
GABRA6	DB01437	Glutethimide
GABRB1	DB01437	Glutethimide
GABRB2	DB01437	Glutethimide
GABRB3	DB01437	Glutethimide
GABRD	DB01437	Glutethimide
GABRE	DB01437	Glutethimide
GABRG1	DB01437	Glutethimide
GABRG2	DB01437	Glutethimide
GABRG3	DB01437	Glutethimide
GABRP	DB01437	Glutethimide
GABRQ	DB01437	Glutethimide
SCN1A	DB01438	Phenazopyridine
OPRD1	DB01439	3-Methylthiofentanyl
OPRK1	DB01439	3-Methylthiofentanyl
OPRM1	DB01439	3-Methylthiofentanyl
SLC52A2	DB01440	gamma-Hydroxybutyric acid
GABRB1	DB01440	gamma-Hydroxybutyric acid
SLC18A1	DB01442	MMDA
SLC18A2	DB01442	MMDA
MAOA	DB01442	MMDA
MAOB	DB01442	MMDA
SLC6A3	DB01442	MMDA
SLC6A4	DB01442	MMDA
SLC6A2	DB01442	MMDA
HTR2A	DB01442	MMDA
OPRD1	DB01444	Dimethylthiambutene
OPRM1	DB01444	Dimethylthiambutene
CES1	DB01452	Diamorphine
OPRD1	DB01452	Diamorphine
OPRK1	DB01452	Diamorphine
OPRM1	DB01452	Diamorphine
SLC18A2	DB01454	Midomafetamine
HTR2B	DB01454	Midomafetamine
SLC6A3	DB01454	Midomafetamine
SLC6A4	DB01454	Midomafetamine
SLC6A2	DB01454	Midomafetamine
HTR2C	DB01454	Midomafetamine
HTR2A	DB01454	Midomafetamine
SLC6A3	DB01463	Fencamfamin
OPRM1	DB01466	Ethylmorphine
SLC18A2	DB01472	4-Methoxyamphetamine
MAOA	DB01472	4-Methoxyamphetamine
MAOB	DB01472	4-Methoxyamphetamine
SLC6A3	DB01472	4-Methoxyamphetamine
SLC6A4	DB01472	4-Methoxyamphetamine
ADRA2A	DB01472	4-Methoxyamphetamine
ADRA1A	DB01472	4-Methoxyamphetamine
AR	DB01481	1-Testosterone
GABRA4	DB01483	Barbital
GABRA6	DB01483	Barbital
GRIK2	DB01483	Barbital
GRIA2	DB01483	Barbital
GABRA2	DB01483	Barbital
GABRA5	DB01483	Barbital
GABRA3	DB01483	Barbital
CHRNA7	DB01483	Barbital
CHRNA4	DB01483	Barbital
GABRA1	DB01483	Barbital
SIGMAR1	DB01488	Dimethyltryptamine
HTR6	DB01488	Dimethyltryptamine
HTR2A	DB01488	Dimethyltryptamine
GABRA1	DB01489	Camazepam
GABRA2	DB01489	Camazepam
GABRA3	DB01489	Camazepam
GABRA5	DB01489	Camazepam
GABRG1	DB01489	Camazepam
GABRG2	DB01489	Camazepam
GABRG3	DB01489	Camazepam
GABRA4	DB01489	Camazepam
GABRA6	DB01489	Camazepam
GABRB1	DB01489	Camazepam
GABRB2	DB01489	Camazepam
GABRB3	DB01489	Camazepam
GABRD	DB01489	Camazepam
GABRE	DB01489	Camazepam
GABRP	DB01489	Camazepam
GABRQ	DB01489	Camazepam
GABRA4	DB01496	Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione
GABRA6	DB01496	Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione
GRIK2	DB01496	Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione
GRIA2	DB01496	Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione
GABRA2	DB01496	Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione
GABRA5	DB01496	Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione
GABRA3	DB01496	Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione
CHRNA7	DB01496	Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione
CHRNA4	DB01496	Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione
GABRA1	DB01496	Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione
TRIM13	DB01497	Etorphine
POMC	DB01497	Etorphine
OPRL1	DB01497	Etorphine
OPRD1	DB01497	Etorphine
OPRK1	DB01497	Etorphine
OPRM1	DB01497	Etorphine
GABRA1	DB01511	Delorazepam
GABRA2	DB01511	Delorazepam
GABRA3	DB01511	Delorazepam
GABRA5	DB01511	Delorazepam
GABRG1	DB01511	Delorazepam
GABRG2	DB01511	Delorazepam
GABRG3	DB01511	Delorazepam
GABRA4	DB01511	Delorazepam
GABRA6	DB01511	Delorazepam
GABRB1	DB01511	Delorazepam
GABRB2	DB01511	Delorazepam
GABRB3	DB01511	Delorazepam
GABRD	DB01511	Delorazepam
GABRE	DB01511	Delorazepam
GABRP	DB01511	Delorazepam
GABRQ	DB01511	Delorazepam
GRIN2D	DB01520	Tenocyclidine
GRIN2C	DB01520	Tenocyclidine
GRIN3B	DB01520	Tenocyclidine
CHRNA7	DB01520	Tenocyclidine
GRIN2B	DB01520	Tenocyclidine
GRIN2A	DB01520	Tenocyclidine
GRIN3A	DB01520	Tenocyclidine
OPRD1	DB01535	Carfentanil
OPRK1	DB01535	Carfentanil
OPRM1	DB01535	Carfentanil
HSD17B1	DB01536	Androstenedione
HSD3B1	DB01536	Androstenedione
AKR1C3	DB01536	Androstenedione
HTR2C	DB01537	4-Bromo-2,5-dimethoxyphenethylamine
HTR2A	DB01537	4-Bromo-2,5-dimethoxyphenethylamine
AR	DB01541	Boldenone
GABRA1	DB01544	Flunitrazepam
GABRA2	DB01544	Flunitrazepam
GABRA3	DB01544	Flunitrazepam
GABRA5	DB01544	Flunitrazepam
GABRG1	DB01544	Flunitrazepam
GABRG2	DB01544	Flunitrazepam
GABRG3	DB01544	Flunitrazepam
GABRA4	DB01544	Flunitrazepam
GABRA6	DB01544	Flunitrazepam
GABRB1	DB01544	Flunitrazepam
GABRB2	DB01544	Flunitrazepam
GABRB3	DB01544	Flunitrazepam
GABRD	DB01544	Flunitrazepam
GABRE	DB01544	Flunitrazepam
GABRP	DB01544	Flunitrazepam
GABRQ	DB01544	Flunitrazepam
GABRA1	DB01545	Ethyl loflazepate
GABRA2	DB01545	Ethyl loflazepate
GABRA3	DB01545	Ethyl loflazepate
GABRA5	DB01545	Ethyl loflazepate
GABRG1	DB01545	Ethyl loflazepate
GABRG2	DB01545	Ethyl loflazepate
GABRG3	DB01545	Ethyl loflazepate
GABRA4	DB01545	Ethyl loflazepate
GABRA6	DB01545	Ethyl loflazepate
GABRB1	DB01545	Ethyl loflazepate
GABRB2	DB01545	Ethyl loflazepate
GABRB3	DB01545	Ethyl loflazepate
GABRD	DB01545	Ethyl loflazepate
GABRE	DB01545	Ethyl loflazepate
GABRP	DB01545	Ethyl loflazepate
GABRQ	DB01545	Ethyl loflazepate
TRIM13	DB01548	Diprenorphine
OPRD1	DB01548	Diprenorphine
OPRK1	DB01548	Diprenorphine
OPRM1	DB01548	Diprenorphine
GRIN3A	DB01549	Rolicyclidine
DRD2	DB01549	Rolicyclidine
GABRA1	DB01553	Cloxazolam
GABRA2	DB01553	Cloxazolam
GABRA3	DB01553	Cloxazolam
GABRA5	DB01553	Cloxazolam
GABRG1	DB01553	Cloxazolam
GABRG2	DB01553	Cloxazolam
GABRG3	DB01553	Cloxazolam
GABRA4	DB01553	Cloxazolam
GABRA6	DB01553	Cloxazolam
GABRB1	DB01553	Cloxazolam
GABRB2	DB01553	Cloxazolam
GABRB3	DB01553	Cloxazolam
GABRD	DB01553	Cloxazolam
GABRE	DB01553	Cloxazolam
GABRP	DB01553	Cloxazolam
GABRQ	DB01553	Cloxazolam
GABRA1	DB01558	Bromazepam
GABRA2	DB01558	Bromazepam
GABRA3	DB01558	Bromazepam
GABRA5	DB01558	Bromazepam
GABRG1	DB01558	Bromazepam
GABRG2	DB01558	Bromazepam
GABRG3	DB01558	Bromazepam
GABRA4	DB01558	Bromazepam
GABRA6	DB01558	Bromazepam
GABRB1	DB01558	Bromazepam
GABRB2	DB01558	Bromazepam
GABRB3	DB01558	Bromazepam
GABRD	DB01558	Bromazepam
GABRE	DB01558	Bromazepam
GABRP	DB01558	Bromazepam
GABRQ	DB01558	Bromazepam
GABRA1	DB01559	Clotiazepam
GABRA2	DB01559	Clotiazepam
GABRA3	DB01559	Clotiazepam
GABRA5	DB01559	Clotiazepam
GABRG1	DB01559	Clotiazepam
GABRG2	DB01559	Clotiazepam
GABRG3	DB01559	Clotiazepam
GABRA4	DB01559	Clotiazepam
GABRA6	DB01559	Clotiazepam
GABRB1	DB01559	Clotiazepam
GABRB2	DB01559	Clotiazepam
GABRB3	DB01559	Clotiazepam
GABRD	DB01559	Clotiazepam
GABRE	DB01559	Clotiazepam
GABRP	DB01559	Clotiazepam
GABRQ	DB01559	Clotiazepam
HSD17B1	DB01561	Androstanedione
AR	DB01564	Calusterone
POMC	DB01565	Dihydromorphine
TRIM13	DB01565	Dihydromorphine
OPRD1	DB01565	Dihydromorphine
OPRK1	DB01565	Dihydromorphine
OPRM1	DB01565	Dihydromorphine
GABRR2	DB01567	Fludiazepam
GABRR3	DB01567	Fludiazepam
GABRG1	DB01567	Fludiazepam
GABRG3	DB01567	Fludiazepam
GABRE	DB01567	Fludiazepam
GABRP	DB01567	Fludiazepam
GABRD	DB01567	Fludiazepam
GABRR1	DB01567	Fludiazepam
GABRB1	DB01567	Fludiazepam
GABRB3	DB01567	Fludiazepam
GABRB2	DB01567	Fludiazepam
GABRG2	DB01567	Fludiazepam
GABRA2	DB01567	Fludiazepam
GABRA5	DB01567	Fludiazepam
GABRA3	DB01567	Fludiazepam
GABRA1	DB01567	Fludiazepam
HSD11B2	DB01569	Formebolone
OPRD1	DB01571	3-Methylfentanyl
OPRK1	DB01571	3-Methylfentanyl
OPRM1	DB01571	3-Methylfentanyl
TAAR1	DB01576	Dextroamphetamine
ADRA1A	DB01576	Dextroamphetamine
ADRA1B	DB01576	Dextroamphetamine
ADRA1D	DB01576	Dextroamphetamine
ADRA2A	DB01576	Dextroamphetamine
ADRA2B	DB01576	Dextroamphetamine
ADRA2C	DB01576	Dextroamphetamine
SLC18A2	DB01576	Dextroamphetamine
SLC6A3	DB01576	Dextroamphetamine
SLC6A2	DB01576	Dextroamphetamine
TAAR1	DB01577	Metamfetamine
SLC18A1	DB01577	Metamfetamine
MAOA	DB01577	Metamfetamine
SLC18A2	DB01577	Metamfetamine
MAOB	DB01577	Metamfetamine
ADRA2C	DB01577	Metamfetamine
ADRA2B	DB01577	Metamfetamine
SLC6A3	DB01577	Metamfetamine
SLC6A4	DB01577	Metamfetamine
ADRA2A	DB01577	Metamfetamine
SLC6A2	DB01577	Metamfetamine
ADRA1B	DB01579	Phendimetrazine
SLC6A2	DB01579	Phendimetrazine
ADRA1A	DB01579	Phendimetrazine
ADRB3	DB01580	Oxprenolol
ADRB1	DB01580	Oxprenolol
ADRB2	DB01580	Oxprenolol
THRB	DB01583	Liotrix
THRA	DB01583	Liotrix
AKR1C2	DB01586	Ursodeoxycholic acid
NR1H4	DB01586	Ursodeoxycholic acid
GABRA1	DB01587	Ketazolam
GABRA2	DB01587	Ketazolam
GABRA3	DB01587	Ketazolam
GABRA5	DB01587	Ketazolam
GABRG1	DB01587	Ketazolam
GABRG2	DB01587	Ketazolam
GABRG3	DB01587	Ketazolam
GABRA4	DB01587	Ketazolam
GABRA6	DB01587	Ketazolam
GABRB1	DB01587	Ketazolam
GABRB2	DB01587	Ketazolam
GABRB3	DB01587	Ketazolam
GABRD	DB01587	Ketazolam
GABRE	DB01587	Ketazolam
GABRP	DB01587	Ketazolam
GABRQ	DB01587	Ketazolam
GABRA1	DB01588	Prazepam
GABRA2	DB01588	Prazepam
GABRA3	DB01588	Prazepam
GABRA5	DB01588	Prazepam
GABRG1	DB01588	Prazepam
GABRG2	DB01588	Prazepam
GABRG3	DB01588	Prazepam
GABRA4	DB01588	Prazepam
GABRA6	DB01588	Prazepam
GABRB1	DB01588	Prazepam
GABRB2	DB01588	Prazepam
GABRB3	DB01588	Prazepam
GABRD	DB01588	Prazepam
GABRE	DB01588	Prazepam
GABRP	DB01588	Prazepam
GABRQ	DB01588	Prazepam
GABRA1	DB01589	Quazepam
GABRA2	DB01589	Quazepam
GABRA3	DB01589	Quazepam
GABRA5	DB01589	Quazepam
GABRG1	DB01589	Quazepam
GABRG2	DB01589	Quazepam
GABRG3	DB01589	Quazepam
GABRA4	DB01589	Quazepam
GABRA6	DB01589	Quazepam
GABRB1	DB01589	Quazepam
GABRB2	DB01589	Quazepam
GABRB3	DB01589	Quazepam
GABRD	DB01589	Quazepam
GABRE	DB01589	Quazepam
GABRP	DB01589	Quazepam
GABRQ	DB01589	Quazepam
MTOR	DB01590	Everolimus
CHRM5	DB01591	Solifenacin
CHRM4	DB01591	Solifenacin
CHRM3	DB01591	Solifenacin
CHRM2	DB01591	Solifenacin
CHRM1	DB01591	Solifenacin
HDAC8	DB01592	Iron
NEIL1	DB01592	Iron
NEIL2	DB01592	Iron
TFRC	DB01592	Iron
AHSP	DB01592	Iron
FXN	DB01592	Iron
FEN1	DB01592	Iron
POLB	DB01592	Iron
HBA1	DB01592	Iron
FTH1	DB01592	Iron
CP	DB01592	Iron
EGLN1	DB01592	Iron
TF	DB01592	Iron
SERPINA6	DB01593	Zinc
TTR	DB01593	Zinc
APOA2	DB01593	Zinc
SERPINA1	DB01593	Zinc
MDM2	DB01593	Zinc
KNG1	DB01593	Zinc
AGT	DB01593	Zinc
APOE	DB01593	Zinc
FN1	DB01593	Zinc
APCS	DB01593	Zinc
C1S	DB01593	Zinc
ALDOA	DB01593	Zinc
CFB	DB01593	Zinc
KLKB1	DB01593	Zinc
P4HB	DB01593	Zinc
NME1	DB01593	Zinc
C8G	DB01593	Zinc
APOA1	DB01593	Zinc
INS	DB01593	Zinc
CPN1	DB01593	Zinc
CPN2	DB01593	Zinc
HDAC4	DB01593	Zinc
TPI1	DB01593	Zinc
GSN	DB01593	Zinc
EEF1A1	DB01593	Zinc
TUFM	DB01593	Zinc
PSPH	DB01593	Zinc
PGLYRP2	DB01593	Zinc
F12	DB01593	Zinc
MT2A	DB01593	Zinc
IGHA1	DB01593	Zinc
IGHM	DB01593	Zinc
SEPP1	DB01593	Zinc
DAND5	DB01593	Zinc
MT3	DB01593	Zinc
ENO1	DB01593	Zinc
CCS	DB01593	Zinc
SEMG1	DB01593	Zinc
SIVA1	DB01593	Zinc
UTRN	DB01593	Zinc
PRDX1	DB01593	Zinc
APOBR	DB01593	Zinc
PDIA3	DB01593	Zinc
TP73	DB01593	Zinc
A1BG	DB01593	Zinc
AHSG	DB01593	Zinc
APOA4	DB01593	Zinc
C4BPA	DB01593	Zinc
C8B	DB01593	Zinc
CFH	DB01593	Zinc
CFI	DB01593	Zinc
CLU	DB01593	Zinc
HPR	DB01593	Zinc
IGFALS	DB01593	Zinc
ITIH2	DB01593	Zinc
KRT1	DB01593	Zinc
KRT10	DB01593	Zinc
KRT2	DB01593	Zinc
KRT9	DB01593	Zinc
SERPINA4	DB01593	Zinc
APOL1	DB01593	Zinc
C4BPB	DB01593	Zinc
BRCC3	DB01593	Zinc
C8A	DB01593	Zinc
DCD	DB01593	Zinc
DSP	DB01593	Zinc
F13B	DB01593	Zinc
FCN3	DB01593	Zinc
HRNR	DB01593	Zinc
IGKV1-17	DB01593	Zinc
IGLV3-21	DB01593	Zinc
ITIH1	DB01593	Zinc
ITIH3	DB01593	Zinc
ITIH4	DB01593	Zinc
JCHAIN	DB01593	Zinc
JUP	DB01593	Zinc
KRT14	DB01593	Zinc
KRT16	DB01593	Zinc
KRT5	DB01593	Zinc
KRT6A	DB01593	Zinc
PZP	DB01593	Zinc
SERPINA3	DB01593	Zinc
APLP1	DB01593	Zinc
APLP2	DB01593	Zinc
IL3	DB01593	Zinc
ASPA	DB01593	Zinc
HBB	DB01593	Zinc
GAPDHS	DB01593	Zinc
SERPIND1	DB01593	Zinc
PON1	DB01593	Zinc
VTN	DB01593	Zinc
MGMT	DB01593	Zinc
HDAC8	DB01593	Zinc
PARP1	DB01593	Zinc
HDAC1	DB01593	Zinc
TP53	DB01593	Zinc
C3	DB01593	Zinc
S100A7	DB01593	Zinc
C4B	DB01593	Zinc
MT1A	DB01593	Zinc
PDCD6	DB01593	Zinc
MPG	DB01593	Zinc
S100A8	DB01593	Zinc
S100A9	DB01593	Zinc
HBA1	DB01593	Zinc
C5	DB01593	Zinc
CP	DB01593	Zinc
C1R	DB01593	Zinc
SOD1	DB01593	Zinc
APP	DB01593	Zinc
S100A2	DB01593	Zinc
BDKRB1	DB01593	Zinc
A2M	DB01593	Zinc
ORM2	DB01593	Zinc
MMP9	DB01593	Zinc
TF	DB01593	Zinc
FGA	DB01593	Zinc
C1QB	DB01593	Zinc
C1QC	DB01593	Zinc
F2	DB01593	Zinc
SHBG	DB01593	Zinc
GLRA1	DB01593	Zinc
ESR1	DB01593	Zinc
GABRA1	DB01594	Cinolazepam
GABRA2	DB01594	Cinolazepam
GABRA3	DB01594	Cinolazepam
GABRA5	DB01594	Cinolazepam
GABRG1	DB01594	Cinolazepam
GABRG2	DB01594	Cinolazepam
GABRG3	DB01594	Cinolazepam
GABRA4	DB01594	Cinolazepam
GABRA6	DB01594	Cinolazepam
GABRB1	DB01594	Cinolazepam
GABRB2	DB01594	Cinolazepam
GABRB3	DB01594	Cinolazepam
GABRD	DB01594	Cinolazepam
GABRE	DB01594	Cinolazepam
GABRP	DB01594	Cinolazepam
GABRQ	DB01594	Cinolazepam
SCN1A	DB01595	Nitrazepam
GABRA1	DB01595	Nitrazepam
GABRA2	DB01595	Nitrazepam
GABRA3	DB01595	Nitrazepam
GABRA5	DB01595	Nitrazepam
GABRG1	DB01595	Nitrazepam
GABRG2	DB01595	Nitrazepam
GABRG3	DB01595	Nitrazepam
GABRA4	DB01595	Nitrazepam
GABRA6	DB01595	Nitrazepam
GABRB1	DB01595	Nitrazepam
GABRB2	DB01595	Nitrazepam
GABRB3	DB01595	Nitrazepam
GABRD	DB01595	Nitrazepam
GABRE	DB01595	Nitrazepam
GABRP	DB01595	Nitrazepam
GABRQ	DB01595	Nitrazepam
DPEP1	DB01597	Cilastatin
ABCA1	DB01599	Probucol
CES1	DB01599	Probucol
PTGS1	DB01600	Tiaprofenic acid
PTGS2	DB01600	Tiaprofenic acid
AR	DB01608	Periciazine
DRD1	DB01608	Periciazine
ADRA1B	DB01608	Periciazine
ADRA2A	DB01608	Periciazine
TLR7	DB01611	Hydroxychloroquine
ACE2	DB01611	Hydroxychloroquine
TLR9	DB01611	Hydroxychloroquine
NPR1	DB01612	Amyl Nitrite
NPR2	DB01613	Erythrityl tetranitrate
NPR1	DB01613	Erythrityl tetranitrate
DRD1	DB01614	Acepromazine
HTR1A	DB01614	Acepromazine
ADRA1B	DB01614	Acepromazine
HTR2A	DB01614	Acepromazine
ADRA1A	DB01614	Acepromazine
DRD2	DB01614	Acepromazine
HRH1	DB01615	Aceprometazine
HTR1A	DB01616	Alverine
HTR1A	DB01618	Molindone
HTR2A	DB01618	Molindone
DRD2	DB01618	Molindone
CHRM1	DB01618	Molindone
HRH1	DB01619	Phenindamine
NR1I3	DB01620	Pheniramine
HRH4	DB01620	Pheniramine
HRH1	DB01620	Pheniramine
DRD1	DB01621	Pipotiazine
HTR1A	DB01621	Pipotiazine
HTR2A	DB01621	Pipotiazine
DRD2	DB01621	Pipotiazine
DRD1	DB01622	Thioproperazine
ADRA1B	DB01622	Thioproperazine
ADRA1A	DB01622	Thioproperazine
DRD2	DB01622	Thioproperazine
DRD1	DB01623	Thiothixene
HTR2A	DB01623	Thiothixene
DRD2	DB01623	Thiothixene
DRD5	DB01624	Zuclopenthixol
DRD1	DB01624	Zuclopenthixol
ADRA2A	DB01624	Zuclopenthixol
HTR2A	DB01624	Zuclopenthixol
ADRA1A	DB01624	Zuclopenthixol
DRD2	DB01624	Zuclopenthixol
HRH1	DB01624	Zuclopenthixol
CHRM4	DB01625	Isopropamide
CHRM3	DB01625	Isopropamide
MAOA	DB01626	Pargyline
MAOB	DB01626	Pargyline
PTGS2	DB01628	Etoricoxib
SOD1	DB01629	5-fluorouridine
MMP2	DB01630	SC-74020
LCN2	DB01631	Methyl nonanoate
IGHG1	DB01631	Methyl nonanoate
UCKL1	DB01632	5-O-phosphono-alpha-D-ribofuranosyl diphosphate
HPRT1	DB01632	5-O-phosphono-alpha-D-ribofuranosyl diphosphate
APRT	DB01632	5-O-phosphono-alpha-D-ribofuranosyl diphosphate
PDE3B	DB01640	6-(4-{[2-(3-iodobenzyl)-3-oxocyclohex-1-en-1-yl]amino}phenyl)-5-methyl-4,5-dihydropyridazin-3(2H)-one
DTYMK	DB01643	Thymidine monophosphate
TYMS	DB01643	Thymidine monophosphate
GSR	DB01644	3,6-dihydroxy-xanthene-9-propionic acid
CYP1B1	DB01645	Genistein
NCOA1	DB01645	Genistein
PTK2B	DB01645	Genistein
GPER1	DB01645	Genistein
NCOA2	DB01645	Genistein
ESRRB	DB01645	Genistein
AKT1	DB01645	Genistein
ESRRA	DB01645	Genistein
ESR2	DB01645	Genistein
SHBG	DB01645	Genistein
TOP2A	DB01645	Genistein
ESR1	DB01645	Genistein
NR1I2	DB01645	Genistein
RHO	DB01646	N-Acetylmethionine
PDE4B	DB01647	Daxalipram
EIF4E	DB01649	7-methyl-GpppA
DCPS	DB01649	7-methyl-GpppA
APCS	DB01651	Methyl 4,6-O-[(1R)-1-carboxyethylidene]-beta-D-galactopyranoside
PDE4C	DB01656	Roflumilast
PDE4D	DB01656	Roflumilast
PDE4A	DB01656	Roflumilast
PDE4B	DB01656	Roflumilast
CTRB1	DB01662	Trans-O-Hydroxy-Alpha-Methyl Cinnamate
GRIA2	DB01664	(S)-DES-ME-AMPA
PRSS1	DB01665	2H-Benzimidazol-2-amine
FST	DB01666	D-Myo-Inositol-Hexasulphate
PNP	DB01667	8-azaguanine
CA2	DB01671	p-Hydroxymercuribenzoic acid
LCN2	DB01672	2,3-Dihydroxy-Benzoic Acid
ACAD8	DB01675	Methacrylyl-Coenzyme A
FAH	DB01677	Fumaric acid
ME2	DB01677	Fumaric acid
SRC	DB01678	RU84687
PGAM2	DB01681	Benzene Hexacarboxylic Acid
PREP	DB01684	1-Hydroxy-1-Thio-Glycerol
XDH	DB01685	Topiroxostat
NOS3	DB01686	N,N-dimethylarginine
NOS2	DB01686	N,N-dimethylarginine
AKR1B1	DB01689	Inhibitor Idd 384
TK1	DB01692	Dithioerythritol
B3GAT1	DB01694	D-tartaric acid
TREM1	DB01694	D-tartaric acid
DDX6	DB01694	D-tartaric acid
HIF1AN	DB01694	D-tartaric acid
ATP6V1C1	DB01694	D-tartaric acid
TPI1	DB01695	N-Hydroxy-4-phosphonobutanamide
CBR1	DB01698	Rutin
AKR1C3	DB01698	Rutin
ABAT	DB01699	(4e)-4-Aminohex-4-Enoic Acid
ATIC	DB01700	AICA ribonucleotide
CTRB1	DB01704	2,4-Dihydroxy-Trans Cinnamic Acid
PRSS1	DB01705	Bis(5-Amidino-Benzimidazolyl)Methane
NR1I3	DB01708	Prasterone
GRIN1	DB01708	Prasterone
GRIN2A	DB01708	Prasterone
GRIN2B	DB01708	Prasterone
GRIN2C	DB01708	Prasterone
GRIN2D	DB01708	Prasterone
GRIN3A	DB01708	Prasterone
GRIN3B	DB01708	Prasterone
SIGMAR1	DB01708	Prasterone
ESR2	DB01708	Prasterone
PPARA	DB01708	Prasterone
AR	DB01708	Prasterone
ESR1	DB01708	Prasterone
NR1I2	DB01708	Prasterone
GABRA1	DB01708	Prasterone
GABRA2	DB01708	Prasterone
GABRA3	DB01708	Prasterone
GABRA4	DB01708	Prasterone
GABRA5	DB01708	Prasterone
GABRA6	DB01708	Prasterone
GABRB1	DB01708	Prasterone
GABRB2	DB01708	Prasterone
GABRB3	DB01708	Prasterone
GABRD	DB01708	Prasterone
GABRE	DB01708	Prasterone
GABRG1	DB01708	Prasterone
GABRG2	DB01708	Prasterone
GABRG3	DB01708	Prasterone
GABRP	DB01708	Prasterone
GABRQ	DB01708	Prasterone
ENO3	DB01709	2-phospho-D-glyceric acid
MB	DB01710	Porphyrin Fe(III)
ADH1C	DB01711	2,3,4,5,6-Pentafluorobenzyl Alcohol
FKBP1A	DB01712	(3R)-4-(p-toluenesulfonyl)-1,4-thiazane-3-carboxylicacid-L-phenylalanine ethyl ester
AK1	DB01717	Bis(Adenosine)-5'-Pentaphosphate
AK2	DB01717	Bis(Adenosine)-5'-Pentaphosphate
AK8	DB01717	Bis(Adenosine)-5'-Pentaphosphate
FKBP1A	DB01723	{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid
PLAU	DB01725	2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1H-1,3-benzodiazole-5-carboximidamide
PRSS1	DB01725	2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1H-1,3-benzodiazole-5-carboximidamide
F2	DB01725	2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1H-1,3-benzodiazole-5-carboximidamide
IDH1	DB01727	Isocitric Acid
ACO2	DB01727	Isocitric Acid
IDH2	DB01727	Isocitric Acid
RHO	DB01728	1,2-dihexadecanoyl-sn-glycero-3-phosphoethanolamine
WAS	DB01731	(S)-wiskostatin
PKM	DB01733	L-Phospholactate
PTPN1	DB01734	3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid
SLC25A4	DB01736	[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium
PRSS1	DB01737	Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester
PRKCB	DB01738	Phosphorylcolamine
PRSS1	DB01741	CRA_17693
